sales_rep_id,sales_rep_name,doctor_id,doctor_name,specialty,region,medicine_name,units_sold,revenue,visit_date,target,achieved_pct,marketing_spend,prescriptions,roi
1010,Allison Wood,2029,Jacob Wright,Neurology,East,NeuroPlus,262,175540,2025-12-22,88984,197.27,22830,20,7.69
1009,Megan Terry,2057,Jacob Juarez,Neurology,North,NeuroPlus,94,120790,2025-09-20,113371,106.54,13336,77,9.06
1000,Michelle Francis,2042,Veronica Ward,Cardiology,East,HeartSafe,319,265727,2025-06-21,176007,150.98,17329,5,15.33
1008,William Levy,2007,Craig Rodriguez,Neurology,West,NeuroPlus,494,183274,2026-05-12,98484,186.1,38419,43,4.77
1008,Ruth Holmes,2036,Kristina Thompson,Dermatology,South,SkinGlow,214,179546,2025-08-31,166457,107.86,27816,69,6.45
1002,Justin Hays,2022,Adam Bonilla,Neurology,East,NeuroPlus,278,410050,2025-08-09,52002,788.53,15151,39,27.06
1007,Jordan Adams,2049,Seth Evans,Dermatology,West,SkinGlow,271,182112,2025-06-28,144215,126.28,14363,45,12.68
1009,Jordan Adams,2008,Mrs. Breanna Lewis DVM,Neurology,North,NeuroPlus,400,252400,2025-05-30,108388,232.87,33621,46,7.51
1011,Michael Williams,2000,Erin Young,Dermatology,South,SkinGlow,124,139004,2025-08-05,156253,88.96,25125,62,5.53
1014,Joseph Schroeder,2009,Valerie White,Cardiology,East,HeartSafe,320,97920,2025-08-23,115947,84.45,32116,71,3.05
1001,Jordan Adams,2021,Bryce Lee,Cardiology,West,HeartSafe,67,40937,2025-09-05,55640,73.57,13280,97,3.08
1011,Jessica Vaughn,2057,Jacob Juarez,Neurology,West,NeuroPlus,396,594000,2025-12-28,118948,499.38,33602,46,17.68
1015,William Levy,2034,Anna Thomas,Orthopedics,West,PainOff,385,516670,2025-06-16,146406,352.9,39026,30,13.24
1008,Megan Terry,2025,William Rios,Dermatology,West,SkinGlow,492,522012,2026-04-18,191192,273.03,13446,72,38.82
1010,Megan Terry,2007,Craig Rodriguez,Neurology,West,NeuroPlus,34,30974,2026-04-21,89533,34.6,20736,35,1.49
1008,Joseph Schroeder,2009,Valerie White,Cardiology,North,HeartSafe,144,159264,2025-06-22,133738,119.09,37556,19,4.24
1006,Jordan Adams,2045,Tyler Martinez,Orthopedics,West,PainOff,389,219396,2025-09-04,199890,109.76,29548,58,7.43
1005,Jordan Adams,2008,Mrs. Breanna Lewis DVM,Neurology,West,NeuroPlus,95,65075,2026-01-17,82065,79.3,21976,57,2.96
1008,Allison Wood,2055,Gerald Richardson,Orthopedics,West,PainOff,427,479948,2025-06-21,133119,360.54,19277,59,24.9
1012,William Levy,2019,Heather Taylor,Dermatology,South,SkinGlow,363,407649,2025-11-03,142146,286.78,30624,72,13.31
1011,Justin Hays,2049,Seth Evans,Dermatology,South,SkinGlow,372,275652,2025-09-01,101047,272.8,25971,64,10.61
1002,Daniel Thompson,2002,Allison Quinn,Dermatology,East,SkinGlow,476,633080,2026-01-06,186847,338.82,6286,90,100.71
1004,Robert Pace,2027,Andrew Huffman,Orthopedics,South,PainOff,346,340810,2025-06-21,155384,219.33,7422,42,45.92
1011,Michael Williams,2038,Becky Garza,Cardiology,South,HeartSafe,235,172725,2025-11-23,103100,167.53,22111,33,7.81
1004,Joanna Smith,2049,Seth Evans,Dermatology,North,SkinGlow,362,275120,2025-07-21,92060,298.85,5336,13,51.56
1004,William Levy,2040,Nicole Hernandez,Cardiology,West,HeartSafe,347,284193,2025-10-23,53225,533.95,14096,88,20.16
1001,Michelle Francis,2004,Tina Lara,Neurology,South,NeuroPlus,125,116875,2026-03-13,133360,87.64,9964,81,11.73
1007,Allison Wood,2029,Jacob Wright,Neurology,North,NeuroPlus,269,202288,2026-03-12,112674,179.53,8725,75,23.18
1012,Ruth Holmes,2007,Craig Rodriguez,Neurology,West,NeuroPlus,68,84456,2026-01-18,143753,58.75,13479,52,6.27
1014,Michael Williams,2026,Andrew Matthews,Neurology,East,NeuroPlus,337,341718,2025-09-26,66853,511.15,12802,74,26.69
1004,Justin Hays,2054,Valerie Gaines,Orthopedics,North,PainOff,498,693216,2025-06-25,184398,375.93,12700,18,54.58
1000,Megan Terry,2044,Nathan Buckley,Neurology,West,NeuroPlus,235,161210,2026-01-02,84197,191.47,36199,81,4.45
1009,Jordan Adams,2031,Andrew Moore,Neurology,North,NeuroPlus,212,162604,2026-04-02,186764,87.06,24660,37,6.59
1010,Allison Wood,2031,Andrew Moore,Neurology,East,NeuroPlus,111,140970,2025-09-25,120505,116.98,12867,71,10.96
1005,Joseph Schroeder,2032,Samantha Garcia,Cardiology,West,HeartSafe,438,360912,2025-08-22,126416,285.5,13441,13,26.85
1010,Allison Wood,2012,Brandon Rodriguez,Orthopedics,North,PainOff,443,192705,2025-09-24,131156,146.93,35733,57,5.39
1014,Justin Hays,2003,Christopher Davis,Cardiology,East,HeartSafe,27,34695,2025-12-29,139626,24.85,29591,67,1.17
1013,Michelle Francis,2036,Kristina Thompson,Dermatology,West,SkinGlow,308,416724,2025-07-19,156921,265.56,10053,7,41.45
1009,Ruth Holmes,2034,Anna Thomas,Orthopedics,South,PainOff,495,372240,2025-10-07,147272,252.76,28195,33,13.2
1013,Allison Wood,2002,Allison Quinn,Dermatology,West,SkinGlow,303,176346,2025-11-08,166733,105.77,19459,77,9.06
1013,Allison Wood,2006,Elizabeth Smith,Cardiology,West,HeartSafe,56,16184,2025-09-26,175336,9.23,34120,11,0.47
1007,Allison Wood,2037,Suzanne Mclaughlin,Neurology,West,NeuroPlus,403,298220,2026-02-15,135322,220.38,18791,22,15.87
1001,Joanna Smith,2024,Tracy Williams,Dermatology,South,SkinGlow,437,376694,2025-12-24,81559,461.87,31108,96,12.11
1009,Michael Williams,2010,Allison Jones,Neurology,South,NeuroPlus,350,123200,2025-10-07,156077,78.94,30893,90,3.99
1000,Allison Wood,2046,Michael Robertson,Cardiology,East,HeartSafe,37,52355,2025-10-28,160772,32.56,36628,33,1.43
1007,Daniel Thompson,2009,Valerie White,Cardiology,West,HeartSafe,427,564494,2026-01-04,117761,479.36,37308,51,15.13
1014,Allison Wood,2037,Suzanne Mclaughlin,Neurology,North,NeuroPlus,490,279790,2026-02-24,93891,297.99,7157,67,39.09
1012,Joanna Smith,2053,Jason Meyers,Neurology,North,NeuroPlus,131,171479,2026-02-16,196042,87.47,12771,21,13.43
1012,Joseph Schroeder,2056,Michael Smith,Dermatology,South,SkinGlow,344,198488,2026-04-14,105508,188.13,8358,96,23.75
1013,Ruth Holmes,2056,Michael Smith,Dermatology,North,SkinGlow,324,403380,2025-10-04,145076,278.05,36170,7,11.15
1010,Joseph Schroeder,2053,Jason Meyers,Neurology,East,NeuroPlus,64,67264,2025-11-13,100304,67.06,15785,91,4.26
1005,Diane Cruz,2026,Andrew Matthews,Neurology,North,NeuroPlus,71,87543,2026-04-25,158877,55.1,8326,7,10.51
1000,Michael Williams,2044,Nathan Buckley,Neurology,South,NeuroPlus,215,269610,2025-11-03,183302,147.09,30943,27,8.71
1005,Jordan Adams,2025,William Rios,Dermatology,West,SkinGlow,151,112646,2026-04-26,157893,71.34,36082,38,3.12
1000,Joanna Smith,2038,Becky Garza,Cardiology,North,HeartSafe,457,626090,2026-02-07,100220,624.72,39564,8,15.82
1004,Allison Wood,2031,Andrew Moore,Neurology,East,NeuroPlus,431,223258,2025-10-31,98633,226.35,12516,49,17.84
1003,Robert Pace,2004,Tina Lara,Neurology,East,NeuroPlus,118,119534,2025-12-29,193720,61.7,26538,76,4.5
1015,Allison Wood,2028,Paula Martinez,Cardiology,North,HeartSafe,350,147350,2025-11-12,182445,80.76,22698,87,6.49
1003,William Levy,2054,Valerie Gaines,Orthopedics,East,PainOff,344,358448,2026-02-10,180107,199.02,11532,41,31.08
1003,William Levy,2035,Eric Perez,Cardiology,North,HeartSafe,104,57824,2025-09-06,146330,39.52,35368,48,1.63
1012,William Levy,2032,Samantha Garcia,Cardiology,North,HeartSafe,414,420210,2025-11-10,142981,293.89,33630,98,12.5
1007,Allison Wood,2021,Bryce Lee,Cardiology,East,HeartSafe,458,437390,2025-12-22,196332,222.78,26061,95,16.78
1013,Krystal Reese,2006,Elizabeth Smith,Cardiology,West,HeartSafe,411,400725,2026-02-17,160181,250.17,24708,47,16.22
1013,Michelle Francis,2045,Tyler Martinez,Orthopedics,South,PainOff,128,55296,2025-08-14,107378,51.5,7200,6,7.68
1010,Joanna Smith,2008,Mrs. Breanna Lewis DVM,Neurology,South,NeuroPlus,459,456246,2025-07-13,137125,332.72,38121,10,11.97
1001,Michelle Francis,2040,Nicole Hernandez,Cardiology,East,HeartSafe,72,84744,2026-02-07,99148,85.47,29434,48,2.88
1005,Jordan Adams,2012,Brandon Rodriguez,Orthopedics,South,PainOff,274,392094,2025-08-19,78569,499.04,29575,23,13.26
1003,Jessica Vaughn,2046,Michael Robertson,Cardiology,South,HeartSafe,71,35003,2026-03-11,172791,20.26,19569,18,1.79
1012,Ruth Holmes,2037,Suzanne Mclaughlin,Neurology,East,NeuroPlus,218,237838,2025-07-16,195351,121.75,27836,44,8.54
1006,Diane Cruz,2004,Tina Lara,Neurology,West,NeuroPlus,454,315530,2026-04-01,194660,162.09,11260,23,28.02
1011,Jessica Vaughn,2043,Barry Daniel,Dermatology,West,SkinGlow,190,206150,2026-04-27,86400,238.6,12948,69,15.92
1011,Jordan Adams,2037,Suzanne Mclaughlin,Neurology,North,NeuroPlus,127,163195,2025-12-05,136526,119.53,33027,33,4.94
1005,Michelle Francis,2000,Erin Young,Dermatology,West,SkinGlow,371,270088,2025-09-25,86591,311.91,18644,36,14.49
1014,Michael Williams,2015,Rachel Gibbs,Dermatology,West,SkinGlow,153,212823,2026-05-20,77466,274.73,32736,43,6.5
1005,Daniel Thompson,2040,Nicole Hernandez,Cardiology,South,HeartSafe,330,264000,2025-09-25,102176,258.38,33719,11,7.83
1000,Joanna Smith,2054,Valerie Gaines,Orthopedics,South,PainOff,295,103545,2025-06-18,185575,55.8,28692,44,3.61
1010,Jordan Adams,2049,Seth Evans,Dermatology,West,SkinGlow,466,219952,2025-07-11,155513,141.44,7350,83,29.93
1004,Diane Cruz,2000,Erin Young,Dermatology,North,SkinGlow,83,108564,2025-12-01,104765,103.63,39540,16,2.75
1008,Krystal Reese,2059,Melissa Rodriguez,Cardiology,South,HeartSafe,326,93236,2025-11-21,116561,79.99,21381,66,4.36
1009,Megan Terry,2034,Anna Thomas,Orthopedics,West,PainOff,460,634800,2025-08-12,191975,330.67,34586,75,18.35
1000,Krystal Reese,2057,Jacob Juarez,Neurology,North,NeuroPlus,300,60000,2025-08-13,179772,33.38,34068,22,1.76
1001,Michael Williams,2042,Veronica Ward,Cardiology,South,HeartSafe,434,407526,2026-05-06,109375,372.6,20470,83,19.91
1008,Michelle Francis,2017,Justin Hill,Cardiology,West,HeartSafe,496,686464,2025-10-29,113452,605.07,27427,57,25.03
1010,Michael Williams,2023,Sara Salazar,Cardiology,East,HeartSafe,55,49445,2026-04-03,176824,27.96,30212,77,1.64
1005,Justin Hays,2017,Justin Hill,Cardiology,East,HeartSafe,418,624492,2026-04-17,88827,703.04,16207,70,38.53
1001,Jordan Adams,2048,Cynthia Hodges,Cardiology,East,HeartSafe,239,57599,2025-09-22,107668,53.5,17231,77,3.34
1012,Jessica Vaughn,2057,Jacob Juarez,Neurology,South,NeuroPlus,120,130680,2026-02-04,130540,100.11,28282,89,4.62
1001,Joanna Smith,2052,Tiffany Black,Cardiology,East,HeartSafe,129,40506,2026-04-04,111706,36.26,11818,36,3.43
1012,Robert Pace,2049,Seth Evans,Dermatology,West,SkinGlow,420,533820,2025-08-14,100664,530.3,22405,9,23.83
1003,Jessica Vaughn,2012,Brandon Rodriguez,Orthopedics,South,PainOff,48,40656,2026-05-05,173401,23.45,6224,33,6.53
1008,Diane Cruz,2006,Elizabeth Smith,Cardiology,West,HeartSafe,75,74250,2025-07-14,67126,110.61,20529,86,3.62
1011,Joseph Schroeder,2011,Miranda Salinas,Cardiology,East,HeartSafe,179,169871,2025-06-06,116899,145.31,27342,62,6.21
1013,Joanna Smith,2050,Michael Daniels,Dermatology,North,SkinGlow,377,339677,2026-02-26,101522,334.58,24404,62,13.92
1008,Joanna Smith,2003,Christopher Davis,Cardiology,North,HeartSafe,258,234264,2026-05-10,160957,145.54,21241,39,11.03
1002,Joanna Smith,2012,Brandon Rodriguez,Orthopedics,South,PainOff,294,212268,2026-04-29,50487,420.44,14733,47,14.41
1011,Jessica Vaughn,2009,Valerie White,Cardiology,North,HeartSafe,35,30415,2025-08-26,55947,54.36,28767,48,1.06
1012,Daniel Thompson,2049,Seth Evans,Dermatology,North,SkinGlow,143,33462,2025-06-08,127854,26.17,16646,97,2.01
1012,Joanna Smith,2000,Erin Young,Dermatology,South,SkinGlow,35,21350,2025-07-24,50737,42.08,25157,55,0.85
1009,Robert Pace,2052,Tiffany Black,Cardiology,West,HeartSafe,137,146042,2025-06-26,169461,86.18,12646,93,11.55
1006,Megan Terry,2012,Brandon Rodriguez,Orthopedics,North,PainOff,128,66816,2025-12-21,116298,57.45,11061,33,6.04
1000,Diane Cruz,2050,Michael Daniels,Dermatology,South,SkinGlow,271,189700,2026-03-14,186230,101.86,36183,69,5.24
1015,Daniel Thompson,2004,Tina Lara,Neurology,West,NeuroPlus,465,147870,2025-09-21,181353,81.54,23445,18,6.31
1006,Justin Hays,2045,Tyler Martinez,Orthopedics,West,PainOff,153,190485,2025-10-29,179202,106.3,24760,58,7.69
1006,Robert Pace,2044,Nathan Buckley,Neurology,South,NeuroPlus,65,30550,2025-11-15,163539,18.68,17916,69,1.71
1001,Megan Terry,2017,Justin Hill,Cardiology,North,HeartSafe,262,196500,2025-06-12,140259,140.1,36776,40,5.34
1006,Megan Terry,2057,Jacob Juarez,Neurology,West,NeuroPlus,41,9102,2025-10-08,72985,12.47,32214,85,0.28
1005,Joanna Smith,2047,Roy Newman,Orthopedics,South,PainOff,410,284130,2026-01-10,118169,240.44,9079,65,31.3
1011,Diane Cruz,2019,Heather Taylor,Dermatology,North,SkinGlow,345,514740,2025-11-18,84216,611.21,16576,12,31.05
1015,Allison Wood,2037,Suzanne Mclaughlin,Neurology,South,NeuroPlus,372,442680,2025-08-19,77269,572.91,35190,76,12.58
1003,Joseph Schroeder,2014,Allison Zimmerman,Orthopedics,West,PainOff,277,191684,2025-10-31,188802,101.53,37920,37,5.05
1007,Diane Cruz,2030,Kathleen Harris,Neurology,North,NeuroPlus,277,298883,2025-12-10,168216,177.68,20783,37,14.38
1015,Krystal Reese,2049,Seth Evans,Dermatology,East,SkinGlow,188,231804,2026-03-09,168978,137.18,27840,14,8.33
1009,Justin Hays,2005,Paul Barrett,Orthopedics,East,PainOff,388,525352,2025-10-20,106973,491.11,32056,94,16.39
1004,Megan Terry,2005,Paul Barrett,Orthopedics,South,PainOff,252,214956,2025-06-09,135124,159.08,36687,19,5.86
1014,Krystal Reese,2059,Melissa Rodriguez,Cardiology,East,HeartSafe,109,65836,2026-02-22,107841,61.05,21385,76,3.08
1012,Justin Hays,2025,William Rios,Dermatology,North,SkinGlow,149,71371,2026-01-09,148480,48.07,30224,91,2.36
1002,Allison Wood,2029,Jacob Wright,Neurology,West,NeuroPlus,106,78758,2025-12-22,143036,55.06,27079,78,2.91
1010,Jessica Vaughn,2030,Kathleen Harris,Neurology,East,NeuroPlus,201,101505,2026-04-05,74988,135.36,15588,51,6.51
1000,Joanna Smith,2042,Veronica Ward,Cardiology,West,HeartSafe,149,212921,2025-06-18,178825,119.07,7303,9,29.16
1007,Justin Hays,2018,Elijah Thompson II,Orthopedics,East,PainOff,403,556140,2025-11-12,101437,548.26,5987,94,92.89
1013,Joseph Schroeder,2031,Andrew Moore,Neurology,South,NeuroPlus,233,299405,2025-12-24,62864,476.27,10273,97,29.14
1015,Daniel Thompson,2021,Bryce Lee,Cardiology,East,HeartSafe,418,187264,2025-08-05,110822,168.98,6341,100,29.53
1002,Allison Wood,2024,Tracy Williams,Dermatology,North,SkinGlow,196,88396,2026-01-14,138984,63.6,6452,29,13.7
1007,Allison Wood,2049,Seth Evans,Dermatology,North,SkinGlow,210,90720,2026-04-27,73615,123.24,12752,76,7.11
1011,William Levy,2023,Sara Salazar,Cardiology,South,HeartSafe,46,11960,2026-03-28,163193,7.33,39387,88,0.3
1013,Jessica Vaughn,2052,Tiffany Black,Cardiology,South,HeartSafe,403,340132,2026-01-23,119005,285.81,27822,25,12.23
1008,Michelle Francis,2035,Eric Perez,Cardiology,North,HeartSafe,414,161046,2025-05-30,105834,152.17,32919,64,4.89
1006,Robert Pace,2058,Bryan Brady,Cardiology,South,HeartSafe,184,274528,2026-05-24,84034,326.69,22654,33,12.12
1015,Joanna Smith,2047,Roy Newman,Orthopedics,North,PainOff,242,50094,2026-03-19,103170,48.55,35277,20,1.42
1015,Megan Terry,2017,Justin Hill,Cardiology,East,HeartSafe,353,221331,2025-10-05,197858,111.86,13555,66,16.33
1010,Joseph Schroeder,2051,Katherine Gregory,Dermatology,East,SkinGlow,161,113505,2026-01-27,87525,129.68,14731,75,7.71
1009,Joanna Smith,2039,Angela Thomas,Neurology,East,NeuroPlus,66,61446,2025-09-18,113458,54.16,12346,57,4.98
1002,Ruth Holmes,2049,Seth Evans,Dermatology,West,SkinGlow,424,440960,2025-08-31,71351,618.02,36162,86,12.19
1007,Jordan Adams,2002,Allison Quinn,Dermatology,West,SkinGlow,82,110618,2025-07-13,98482,112.32,10162,88,10.89
1005,William Levy,2008,Mrs. Breanna Lewis DVM,Neurology,North,NeuroPlus,34,11118,2026-01-12,71230,15.61,8802,99,1.26
1011,William Levy,2058,Bryan Brady,Cardiology,South,HeartSafe,498,279876,2025-07-12,180583,154.98,12083,93,23.16
1010,Joanna Smith,2003,Christopher Davis,Cardiology,West,HeartSafe,464,289072,2025-08-31,167751,172.32,22727,52,12.72
1001,Michelle Francis,2011,Miranda Salinas,Cardiology,South,HeartSafe,317,445385,2025-06-15,98911,450.29,5609,67,79.41
1015,Diane Cruz,2008,Mrs. Breanna Lewis DVM,Neurology,North,NeuroPlus,77,34111,2026-01-22,150746,22.63,16426,63,2.08
1008,Diane Cruz,2025,William Rios,Dermatology,South,SkinGlow,460,428260,2025-11-08,185816,230.48,23999,64,17.84
1009,Jessica Vaughn,2040,Nicole Hernandez,Cardiology,West,HeartSafe,465,647745,2026-03-24,108354,597.8,32796,85,19.75
1002,Krystal Reese,2054,Valerie Gaines,Orthopedics,East,PainOff,99,63558,2025-08-05,73502,86.47,11047,96,5.75
1012,Robert Pace,2018,Elijah Thompson II,Orthopedics,South,PainOff,182,139776,2025-10-21,134572,103.87,17047,57,8.2
1013,Michael Williams,2057,Jacob Juarez,Neurology,South,NeuroPlus,234,79560,2025-12-03,102904,77.31,36993,69,2.15
1000,Krystal Reese,2013,Christopher Palmer,Orthopedics,North,PainOff,137,55485,2026-02-10,109812,50.53,27446,30,2.02
1006,Joanna Smith,2030,Kathleen Harris,Neurology,West,NeuroPlus,231,82929,2026-01-08,76823,107.95,31733,58,2.61
1011,Joanna Smith,2047,Roy Newman,Orthopedics,East,PainOff,427,432551,2025-07-12,101160,427.59,35338,99,12.24
1004,Diane Cruz,2039,Angela Thomas,Neurology,East,NeuroPlus,446,380438,2025-07-06,81693,465.69,5171,28,73.57
1000,Michelle Francis,2013,Christopher Palmer,Orthopedics,South,PainOff,260,111020,2026-04-09,118259,93.88,20122,87,5.52
1007,Ruth Holmes,2028,Paula Martinez,Cardiology,West,HeartSafe,264,369864,2026-01-10,82258,449.64,12416,50,29.79
1013,Allison Wood,2018,Elijah Thompson II,Orthopedics,West,PainOff,159,120045,2026-01-09,183299,65.49,36742,49,3.27
1005,Jordan Adams,2045,Tyler Martinez,Orthopedics,East,PainOff,139,34194,2025-07-08,65600,52.12,30677,5,1.11
1011,Joanna Smith,2025,William Rios,Dermatology,South,SkinGlow,382,393842,2025-12-19,193761,203.26,9380,79,41.99
1011,Joanna Smith,2052,Tiffany Black,Cardiology,South,HeartSafe,129,118164,2025-07-24,122065,96.8,12304,84,9.6
1007,Joseph Schroeder,2029,Jacob Wright,Neurology,North,NeuroPlus,268,298552,2026-04-07,192079,155.43,13198,98,22.62
1006,Krystal Reese,2020,Dean Johnson,Orthopedics,South,PainOff,368,94208,2025-07-24,185805,50.7,35200,20,2.68
1002,Diane Cruz,2005,Paul Barrett,Orthopedics,North,PainOff,262,160082,2025-07-02,178441,89.71,24120,38,6.64
1003,Justin Hays,2056,Michael Smith,Dermatology,North,SkinGlow,354,164610,2025-10-23,62932,261.57,21939,93,7.5
1013,Joseph Schroeder,2020,Dean Johnson,Orthopedics,North,PainOff,310,380370,2025-12-25,164024,231.9,30667,92,12.4
